Student ID,Problem Count,Score,Maximum,Correct Problem Count,Distance Z-score,Quiz Performance
s1041b5c9,19.0,51.0,200,5.0,0.4221959844840367,0.255
s106e6058,21.0,122.0,164,12.0,0.0402939607118263,0.7439024390243902
s125ba958,23.0,215.0,224,19.0,1.0278745017792148,0.9598214285714286
s126cf4ce,27.0,274.0,294,23.0,-0.0559167698477653,0.9319727891156463
s1357ef63,21.0,130.0,167,10.0,0.08978945719287837,0.7784431137724551
s13fb59e7,19.0,208.0,219,17.0,0.08802409214709739,0.9497716894977168
s142d2a0c,24.0,234.0,275,19.0,-0.4194132926417003,0.850909090909091
s142f3cd,20.0,254.0,264,18.0,0.05612404197505118,0.9621212121212122
s14dac1e7,27.0,272.0,294,23.0,-0.21670737179815033,0.9251700680272109
s14ed46fd,23.0,141.0,174,15.0,-0.6168838810770741,0.8103448275862069
s159c1ea3,23.0,166.0,239,10.0,-0.1543412152819656,0.694560669456067
s15de0feb,25.0,195.0,279,12.0,0.24543526654076553,0.6989247311827957
s17ba9ad5,27.0,207.0,289,20.0,-0.4652142221449195,0.7162629757785467
s19d0bc34,25.0,215.0,249,19.0,-0.27821610426050747,0.8634538152610441
s19d0f25,23.0,136.0,219,10.0,0.20581159105447883,0.6210045662100456
s1a2bc1e2,27.0,260.0,294,17.0,-0.18576755825316363,0.8843537414965986
s1a748834,22.0,139.0,159,16.0,0.24982032477122967,0.8742138364779874
s1b50ba0f,27.0,210.0,224,22.0,0.17236092943270226,0.9375
s1b98fd4e,23.0,135.0,262,10.0,-0.4203374991703833,0.5152671755725191
s1bf91bb0,27.0,229.0,264,20.0,-0.02134280662911984,0.8674242424242424
s1c72596e,27.0,290.0,304,22.0,-0.17735862328732388,0.9539473684210527
s1d182ad5,23.0,216.0,259,15.0,0.10564180235620937,0.833976833976834
s1ddfd095,27.0,283.0,294,21.0,-0.4545055992088447,0.9625850340136054
s1e4e2c4e,27.0,263.0,294,23.0,-0.11184990548714499,0.8945578231292517
s1e7f0914,26.0,233.0,284,17.0,-0.2853945025205296,0.8204225352112676
s20087adb,23.0,184.0,249,13.0,1.968761301570506,0.7389558232931727
s204527a1,21.0,153.0,209,13.0,0.08612399394762697,0.7320574162679426
s2087a438,24.0,223.0,244,17.0,0.04156093529636191,0.9139344262295082
s20dcd5d,21.0,166.0,247,11.0,-0.11359111837095427,0.6720647773279352
s21ca2c85,22.0,142.0,232,9.0,0.3507148848931248,0.6120689655172413
s222a409d,25.0,224.0,274,15.0,0.2803311369343861,0.8175182481751825
s23006e34,22.0,100.0,168,9.0,0.5590236012510543,0.5952380952380952
s23028753,26.0,232.0,239,24.0,-0.12167002326530381,0.9707112970711297
s23411183,26.0,239.0,264,19.0,-0.15381717240014403,0.9053030303030303
s23693dd7,21.0,112.0,201,7.0,0.3275706357597947,0.5572139303482587
s240f5757,22.0,133.0,248,8.0,0.03426458534975091,0.5362903225806451
s249f89d0,23.0,189.0,254,9.0,-0.005597488844046354,0.7440944881889764
s26cf9c17,27.0,217.0,279,17.0,-0.48757896395527317,0.7777777777777778
s2752b03e,27.0,254.0,272,19.0,-0.39225515407525363,0.9338235294117647
s27cbdbca,23.0,179.0,219,15.0,-0.29541568436049787,0.817351598173516
s28751b61,22.0,80.0,164,8.0,-0.578630252629075,0.4878048780487805
s294ae531,23.0,177.0,212,15.0,0.6069830314327386,0.8349056603773585
s2abcd7fd,26.0,144.0,209,12.0,-0.6443800112268009,0.6889952153110048
s2b0b7847,24.0,212.0,229,19.0,0.08824030903744236,0.925764192139738
s2b17538b,26.0,255.0,284,21.0,-0.3315355945856574,0.897887323943662
s2b474606,24.0,182.0,244,20.0,-0.2849064819829227,0.7459016393442623
s2b75f478,20.0,142.0,189,15.0,-0.3940227602492104,0.7513227513227513
s2b8ac9db,24.0,168.0,194,21.0,0.14815838565793168,0.865979381443299
s2c859d3d,21.0,131.0,218,4.0,0.6742796577958187,0.6009174311926605
s2ce5336d,22.0,194.0,243,10.0,-0.18936250449523756,0.7983539094650206
s2d43f936,26.0,211.0,258,15.0,1.974000905842718,0.8178294573643411
s2e18b447,22.0,244.0,269,19.0,-0.466507825619993,0.9070631970260223
s2e3c4216,25.0,235.0,274,17.0,-0.4923853497412935,0.8576642335766423
s2e9024f9,26.0,231.0,284,17.0,2.2368464740703238,0.8133802816901409
s2f18be67,22.0,140.0,204,18.0,-0.335479378543889,0.6862745098039216
s2f5dab1d,26.0,280.0,284,25.0,0.03257394771786154,0.9859154929577465
s2f75c1e0,22.0,194.0,233,14.0,-0.4904533639859133,0.8326180257510729
s3005302d,19.0,142.0,229,9.0,1.134036531399203,0.6200873362445415
s322c45ca,27.0,279.0,289,25.0,-0.5082536762665001,0.9653979238754326
s32763c8a,27.0,280.0,294,22.0,-0.39117480044403946,0.9523809523809523
s329d2740,25.0,251.0,293,14.0,-0.29429776218633635,0.856655290102389
s32d1794b,24.0,215.0,238,19.0,0.1854474491697604,0.9033613445378151
s333bcfd1,25.0,227.0,234,22.0,-0.36297129835443537,0.9700854700854701
s338167e5,27.0,297.0,304,23.0,0.551193060062522,0.9769736842105263
s34533ae2,23.0,194.0,218,16.0,-0.31411671455666607,0.8899082568807339
s3471ac9e,26.0,213.0,269,12.0,-0.27460025001002003,0.79182156133829
s34933df8,22.0,192.0,258,8.0,0.22919874392484152,0.7441860465116279
s34ad6a72,21.0,88.0,159,7.0,-0.4478481078062466,0.5534591194968553
